,id,region,start,end,strand
34209,34209,ENST00000287713,192,392,+
8516,8516,ENST00000366875,1488,1688,+
33255,33255,ENST00000643963,3,203,+
10322,10322,ENST00000276297,1037,1237,+
40861,40861,ENST00000277462,220,420,+
10661,10661,ENST00000610153,434,634,+
3864,3864,ENST00000370220,224,424,+
29786,29786,ENST00000503908,9,209,+
48193,48193,ENST00000582365,821,1021,+
24199,24199,ENST00000370196,545,745,+
9210,9210,ENST00000435464,751,951,+
8127,8127,ENST00000397977,49,249,+
3079,3079,ENST00000641756,6,206,+
27352,27352,ENST00000504005,2091,2291,+
49570,49570,ENST00000335760,342,542,+
25558,25558,ENST00000245543,375,575,+
49649,49649,ENST00000506974,181,381,+
11506,11506,ENST00000431332,551,751,+
42456,42456,ENST00000471770,7,207,+
11581,11581,ENST00000355958,527,727,+
45116,45116,ENST00000523356,93,293,+
24971,24971,ENST00000554453,29,229,+
40667,40667,ENST00000335987,554,754,+
10722,10722,ENST00000333480,105,305,+
35381,35381,ENST00000566077,323,523,+
44009,44009,ENST00000380325,141,341,+
6830,6830,ENST00000409043,845,1045,+
12281,12281,ENST00000221504,376,576,+
5334,5334,ENST00000311762,256,456,+
39297,39297,ENST00000467614,508,708,+
43554,43554,ENST00000374201,1846,2046,+
11928,11928,ENST00000425015,320,520,+
37829,37829,ENST00000373564,377,577,+
37675,37675,ENST00000338134,82,282,+
8534,8534,ENST00000272570,104,304,+
2214,2214,ENST00000626778,56,256,+
32718,32718,ENST00000215957,1874,2074,+
46932,46932,ENST00000261296,397,597,+
39557,39557,ENST00000429002,223,423,+
48465,48465,ENST00000642424,894,1094,+
21375,21375,ENST00000375514,1710,1910,+
19606,19606,ENST00000367821,339,539,+
10705,10705,ENST00000480229,173,373,+
2249,2249,ENST00000448249,1497,1697,+
29248,29248,ENST00000296422,104,304,+
38780,38780,ENST00000164024,3392,3592,+
42700,42700,ENST00000524405,21,221,+
6836,6836,ENST00000630330,958,1158,+
8185,8185,ENST00000253339,659,859,+
27309,27309,ENST00000478915,44,244,+
701,701,ENST00000612867,173,373,+
10914,10914,ENST00000353265,443,643,+
23937,23937,ENST00000541507,58,258,+
15755,15755,ENST00000438747,785,985,+
35239,35239,ENST00000394795,118,318,+
36553,36553,ENST00000618802,31,231,+
11629,11629,ENST00000301463,39,239,+
13823,13823,ENST00000506939,1846,2046,+
31187,31187,ENST00000452339,1010,1210,+
46184,46184,ENST00000361384,1714,1914,+
11693,11693,ENST00000393085,22,222,+
22718,22718,ENST00000619852,336,536,+
16833,16833,ENST00000538197,208,408,+
28813,28813,ENST00000404739,1106,1306,+
6534,6534,ENST00000528583,793,993,+
14531,14531,ENST00000409616,159,359,+
28479,28479,ENST00000635984,893,1093,+
9504,9504,ENST00000369698,136,336,+
4978,4978,ENST00000616933,521,721,+
100,100,ENST00000413140,12,212,+
36802,36802,ENST00000561656,582,782,+
42890,42890,ENST00000454962,922,1122,+
28619,28619,ENST00000394258,674,874,+
43875,43875,ENST00000616174,26,226,+
6151,6151,ENST00000429591,590,790,+
5403,5403,ENST00000600377,2334,2534,+
11199,11199,ENST00000582401,693,893,+
7726,7726,ENST00000507724,11,211,+
41554,41554,ENST00000514268,126,326,+
19132,19132,ENST00000600947,110,310,+
3440,3440,ENST00000016913,175,375,+
19638,19638,ENST00000369840,1260,1460,+
11316,11316,ENST00000415053,66,266,+
49205,49205,ENST00000310015,1692,1892,+
49255,49255,ENST00000430783,12,212,+
34377,34377,ENST00000228799,1117,1317,+
804,804,ENST00000409973,14,214,+
43271,43271,ENST00000455090,510,710,+
30715,30715,ENST00000409843,675,875,+
49215,49215,ENST00000618286,206,406,+
19992,19992,ENST00000595725,73,273,+
4624,4624,ENST00000367922,2019,2219,+
27416,27416,ENST00000414416,77,277,+
44805,44805,ENST00000357717,734,934,+
36590,36590,ENST00000564138,505,705,+
11679,11679,ENST00000526435,16,216,+
18634,18634,ENST00000373670,746,946,+
38387,38387,ENST00000650731,158,358,+
38226,38226,ENST00000613246,1617,1817,+
34741,34741,ENST00000643876,190,390,+
1966,1966,ENST00000406323,1771,1971,+
5621,5621,ENST00000513154,962,1162,+
39207,39207,ENST00000407572,8,208,+
11727,11727,ENST00000616511,53,253,+
27203,27203,ENST00000650344,445,645,+
44820,44820,ENST00000378324,640,840,+
17428,17428,ENST00000398686,70,270,+
34496,34496,ENST00000298564,355,555,+
10868,10868,ENST00000370628,367,567,+
36783,36783,ENST00000405269,2590,2790,+
40463,40463,ENST00000294952,1543,1743,+
32686,32686,ENST00000603700,96,296,+
3062,3062,ENST00000355640,876,1076,+
23356,23356,ENST00000514996,2967,3167,+
18043,18043,ENST00000599973,607,807,+
34942,34942,ENST00000510479,124,324,+
33195,33195,ENST00000438375,1431,1631,+
6673,6673,ENST00000479335,111,311,+
13387,13387,ENST00000492129,29,229,+
1322,1322,ENST00000612677,1679,1879,+
17947,17947,ENST00000508481,44,244,+
789,789,ENST00000639244,1937,2137,+
32448,32448,ENST00000373331,1144,1344,+
44158,44158,ENST00000372179,837,1037,+
3187,3187,ENST00000579973,429,629,+
30199,30199,ENST00000540846,136,336,+
31535,31535,ENST00000433473,230,430,+
16461,16461,ENST00000583355,201,401,+
41102,41102,ENST00000377751,601,801,+
12228,12228,ENST00000375771,211,411,+
27458,27458,ENST00000618556,673,873,+
14171,14171,ENST00000424809,1129,1329,+
4294,4294,ENST00000545205,8,208,+
3865,3865,ENST00000366742,88,288,+
21559,21559,ENST00000648254,54,254,+
2061,2061,ENST00000375352,66,266,+
47595,47595,ENST00000597255,21,221,+
26833,26833,ENST00000282670,239,439,+
1964,1964,ENST00000551917,732,932,+
5402,5402,ENST00000472769,4,204,+
30466,30466,ENST00000338315,725,925,+
29591,29591,ENST00000421952,1354,1554,+
4446,4446,ENST00000361740,5,205,+
16664,16664,ENST00000423717,49,249,+
9156,9156,ENST00000615330,95,295,+
20341,20341,ENST00000288520,927,1127,+
15875,15875,ENST00000258662,117,317,+
26223,26223,ENST00000503230,12,212,+
35446,35446,ENST00000402367,135,335,+
1690,1690,ENST00000304516,174,374,+
26590,26590,ENST00000376014,325,525,+
8862,8862,ENST00000372801,1069,1269,+
27403,27403,ENST00000483233,426,626,+
32431,32431,ENST00000263519,3370,3570,+
10235,10235,ENST00000644909,61,261,+
44954,44954,ENST00000615577,274,474,+
47504,47504,ENST00000589426,786,986,+
2641,2641,ENST00000397833,4,204,+
46883,46883,ENST00000535010,362,562,+
11631,11631,ENST00000497827,21,221,+
47914,47914,ENST00000341864,454,654,+
2063,2063,ENST00000490879,256,456,+
16550,16550,ENST00000405442,921,1121,+
16384,16384,ENST00000324189,166,366,+
31028,31028,ENST00000458246,410,610,+
9071,9071,ENST00000523768,1156,1356,+
22980,22980,ENST00000395497,50,250,+
46902,46902,ENST00000369799,1010,1210,+
26779,26779,ENST00000341923,611,811,+
9973,9973,ENST00000369622,1408,1608,+
38338,38338,ENST00000367351,202,402,+
34677,34677,ENST00000368174,49,249,+
8999,8999,ENST00000238738,18,218,+
40735,40735,ENST00000375026,421,621,+
12837,12837,ENST00000325324,1924,2124,+
12405,12405,ENST00000334464,532,732,+
7505,7505,ENST00000563953,26,226,+
17953,17953,ENST00000261234,841,1041,+
16637,16637,ENST00000521450,287,487,+
14805,14805,ENST00000638835,93,293,+
24973,24973,ENST00000476696,1078,1278,+
30858,30858,ENST00000583037,375,575,+
49119,49119,ENST00000487389,190,390,+
12255,12255,ENST00000646381,747,947,+
156,156,ENST00000424970,855,1055,+
44300,44300,ENST00000354452,571,771,+
10443,10443,ENST00000262177,189,389,+
13935,13935,ENST00000449732,699,899,+
14383,14383,ENST00000371079,1690,1890,+
35424,35424,ENST00000394211,1378,1578,+
41138,41138,ENST00000329321,1046,1246,+
48046,48046,ENST00000374584,525,725,+
30159,30159,ENST00000640813,346,546,+
40215,40215,ENST00000381570,593,793,+
23983,23983,ENST00000546323,171,371,+
36554,36554,ENST00000221847,365,565,+
7929,7929,ENST00000569360,28,228,+
2478,2478,ENST00000395999,835,1035,+
6639,6639,ENST00000328709,12,212,+
6064,6064,ENST00000243326,3235,3435,+
43002,43002,ENST00000389583,565,765,+
39315,39315,ENST00000399332,778,978,+
1393,1393,ENST00000360542,303,503,+
18611,18611,ENST00000530044,3313,3513,+
2959,2959,ENST00000641446,434,634,+
10154,10154,ENST00000428373,62,262,+
23114,23114,ENST00000582981,12,212,+
39235,39235,ENST00000619831,6464,6664,+
28043,28043,ENST00000347004,607,807,+
46880,46880,ENST00000447025,653,853,+
24508,24508,ENST00000301072,21,221,+
21828,21828,ENST00000404929,489,689,+
41130,41130,ENST00000303151,29,229,+
49599,49599,ENST00000374794,1046,1246,+
43470,43470,ENST00000340677,443,643,+
8887,8887,ENST00000370873,381,581,+
26496,26496,ENST00000545560,691,891,+
32039,32039,ENST00000350771,37,237,+
4961,4961,ENST00000392979,1127,1327,+
37617,37617,ENST00000359742,875,1075,+
14046,14046,ENST00000650110,739,939,+
29941,29941,ENST00000409941,952,1152,+
25383,25383,ENST00000643312,12,212,+
31895,31895,ENST00000395456,29,229,+
21620,21620,ENST00000538442,245,445,+
10266,10266,ENST00000401528,264,464,+
31855,31855,ENST00000520825,426,626,+
4902,4902,ENST00000625705,32,232,+
43122,43122,ENST00000360127,371,571,+
14053,14053,ENST00000640975,915,1115,+
3355,3355,ENST00000435564,1127,1327,+
29201,29201,ENST00000245957,2614,2814,+
10767,10767,ENST00000559081,133,333,+
1625,1625,ENST00000449313,1510,1710,+
34892,34892,ENST00000376292,610,810,+
49264,49264,ENST00000266037,129,329,+
36816,36816,ENST00000340239,353,553,+
25021,25021,ENST00000647819,337,537,+
23318,23318,ENST00000546072,183,383,+
31938,31938,ENST00000306960,437,637,+
35553,35553,ENST00000409387,759,959,+
12034,12034,ENST00000566011,328,528,+
14730,14730,ENST00000525861,12,212,+
28510,28510,ENST00000336283,233,433,+
42507,42507,ENST00000309608,103,303,+
38200,38200,ENST00000621987,567,767,+
12456,12456,ENST00000219281,401,601,+
37872,37872,ENST00000422354,213,413,+
47705,47705,ENST00000525503,248,448,+
12548,12548,ENST00000639422,166,366,+
27755,27755,ENST00000511563,110,310,+
28581,28581,ENST00000329146,163,363,+
46550,46550,ENST00000297512,1256,1456,+
34183,34183,ENST00000539217,93,293,+
31507,31507,ENST00000536246,882,1082,+
49805,49805,ENST00000335295,166,366,+
41464,41464,ENST00000441002,201,401,+
5429,5429,ENST00000319074,179,379,+
21765,21765,ENST00000429416,4184,4384,+
23689,23689,ENST00000374362,1767,1967,+
42990,42990,ENST00000548274,1316,1516,+
46368,46368,ENST00000411549,118,318,+
30073,30073,ENST00000548847,9,209,+
6842,6842,ENST00000645780,7125,7325,+
35608,35608,ENST00000251424,376,576,+
18723,18723,ENST00000569437,1104,1304,+
38846,38846,ENST00000444565,2716,2916,+
21340,21340,ENST00000287773,273,473,+
34133,34133,ENST00000446523,1,201,+
9676,9676,ENST00000538547,757,957,+
32758,32758,ENST00000394549,608,808,+
6815,6815,ENST00000085219,2254,2454,+
14903,14903,ENST00000529384,304,504,+
3015,3015,ENST00000610522,244,444,+
44892,44892,ENST00000434248,610,810,+
10155,10155,ENST00000380007,412,612,+
21278,21278,ENST00000421646,575,775,+
43681,43681,ENST00000615510,164,364,+
31033,31033,ENST00000652400,6,206,+
2241,2241,ENST00000491845,19,219,+
39217,39217,ENST00000276689,223,423,+
47398,47398,ENST00000649067,68,268,+
15326,15326,ENST00000545398,1197,1397,+
34671,34671,ENST00000302783,220,420,+
47940,47940,ENST00000327443,243,443,+
22234,22234,ENST00000587005,65,265,+
36252,36252,ENST00000433343,235,435,+
32253,32253,ENST00000620815,26,226,+
33459,33459,ENST00000353909,161,361,+
14151,14151,ENST00000592339,1847,2047,+
43180,43180,ENST00000543802,502,702,+
4596,4596,ENST00000645141,204,404,+
1038,1038,ENST00000399655,6166,6366,+
4206,4206,ENST00000552014,462,662,+
25299,25299,ENST00000483012,102,302,+
34091,34091,ENST00000641093,536,736,+
36689,36689,ENST00000395375,0,200,+
46044,46044,ENST00000400335,1035,1235,+
18078,18078,ENST00000558017,846,1046,+
3562,3562,ENST00000653680,3517,3717,+
24629,24629,ENST00000533028,118,318,+
27171,27171,ENST00000477203,15,215,+
4999,4999,ENST00000606613,290,490,+
10149,10149,ENST00000652415,6,206,+
27783,27783,ENST00000354884,393,593,+
28983,28983,ENST00000315660,304,504,+
6795,6795,ENST00000644513,588,788,+
39615,39615,ENST00000374965,69,269,+
47348,47348,ENST00000504963,0,200,+
46218,46218,ENST00000351328,111,311,+
38050,38050,ENST00000456354,893,1093,+
47984,47984,ENST00000310955,350,550,+
14867,14867,ENST00000381410,502,702,+
16787,16787,ENST00000279058,58,258,+
38839,38839,ENST00000618656,8,208,+
14675,14675,ENST00000529601,40,240,+
47382,47382,ENST00000246015,292,492,+
4736,4736,ENST00000367721,408,608,+
34061,34061,ENST00000552694,1068,1268,+
14660,14660,ENST00000342836,263,463,+
30695,30695,ENST00000485982,976,1176,+
43397,43397,ENST00000583173,300,500,+
21914,21914,ENST00000320631,189,389,+
17505,17505,ENST00000304094,47,247,+
34605,34605,ENST00000530654,95,295,+
9185,9185,ENST00000374217,11,211,+
34056,34056,ENST00000435274,149,349,+
20952,20952,ENST00000405767,492,692,+
15009,15009,ENST00000361246,4036,4236,+
34362,34362,ENST00000358293,113,313,+
40903,40903,ENST00000568461,307,507,+
19777,19777,ENST00000621364,1437,1637,+
41504,41504,ENST00000405348,116,316,+
38716,38716,ENST00000354646,1855,2055,+
46799,46799,ENST00000392711,4,204,+
29357,29357,ENST00000439502,812,1012,+
23829,23829,ENST00000357887,801,1001,+
39274,39274,ENST00000395829,651,851,+
11787,11787,ENST00000392112,3712,3912,+
42260,42260,ENST00000248901,672,872,+
7013,7013,ENST00000348225,203,403,+
34661,34661,ENST00000626539,45,245,+
39687,39687,ENST00000224784,137,337,+
43849,43849,ENST00000381178,477,677,+
40883,40883,ENST00000370124,503,703,+
38661,38661,ENST00000630046,13,213,+
34673,34673,ENST00000302581,453,653,+
4618,4618,ENST00000330753,362,562,+
15001,15001,ENST00000619399,33,233,+
8011,8011,ENST00000368328,56,256,+
26281,26281,ENST00000379200,161,361,+
905,905,ENST00000397242,22,222,+
30397,30397,ENST00000621774,44,244,+
46062,46062,ENST00000265896,1220,1420,+
19161,19161,ENST00000464233,1321,1521,+
37708,37708,ENST00000594090,3,203,+
49761,49761,ENST00000646074,638,838,+
45120,45120,ENST00000349736,228,428,+
45605,45605,ENST00000399597,3621,3821,+
20797,20797,ENST00000621589,74,274,+
4167,4167,ENST00000644067,6922,7122,+
40949,40949,ENST00000054668,117,317,+
36504,36504,ENST00000361847,409,609,+
45613,45613,ENST00000645320,913,1113,+
36906,36906,ENST00000394267,219,419,+
25501,25501,ENST00000348066,227,427,+
7997,7997,ENST00000400358,2949,3149,+
34043,34043,ENST00000356448,199,399,+
3322,3322,ENST00000397625,92,292,+
26609,26609,ENST00000544708,158,358,+
27816,27816,ENST00000379535,310,510,+
43251,43251,ENST00000285928,804,1004,+
44173,44173,ENST00000400569,3642,3842,+
45392,45392,ENST00000440392,212,412,+
3741,3741,ENST00000329564,164,364,+
30402,30402,ENST00000636597,468,668,+
34481,34481,ENST00000361056,1235,1435,+
26070,26070,ENST00000641585,96,296,+
32944,32944,ENST00000299421,459,659,+
247,247,ENST00000541264,642,842,+
11188,11188,ENST00000314520,1307,1507,+
25330,25330,ENST00000295920,1081,1281,+
5422,5422,ENST00000426836,548,748,+
10004,10004,ENST00000222307,82,282,+
25690,25690,ENST00000264192,348,548,+
32865,32865,ENST00000427323,0,200,+
47712,47712,ENST00000354613,441,641,+
41342,41342,ENST00000284142,556,756,+
27099,27099,ENST00000355478,324,524,+
47413,47413,ENST00000563232,705,905,+
28177,28177,ENST00000219301,252,452,+
9081,9081,ENST00000465066,499,699,+
26721,26721,ENST00000441560,847,1047,+
39738,39738,ENST00000426426,29,229,+
1716,1716,ENST00000444772,692,892,+
47131,47131,ENST00000312957,441,641,+
7430,7430,ENST00000315409,341,541,+
26965,26965,ENST00000620285,234,434,+
31173,31173,ENST00000427724,1628,1828,+
9181,9181,ENST00000457138,156,356,+
45973,45973,ENST00000324866,220,420,+
49464,49464,ENST00000534324,131,331,+
36477,36477,ENST00000524573,288,488,+
8885,8885,ENST00000617979,185,385,+
10023,10023,ENST00000641374,102,302,+
30530,30530,ENST00000428130,391,591,+
11112,11112,ENST00000615887,135,335,+
38428,38428,ENST00000392680,271,471,+
38552,38552,ENST00000256785,236,436,+
28373,28373,ENST00000636946,12,212,+
32682,32682,ENST00000360317,453,653,+
36926,36926,ENST00000443381,212,412,+
25655,25655,ENST00000489031,1051,1251,+
27714,27714,ENST00000355496,1188,1388,+
49627,49627,ENST00000219535,213,413,+
22155,22155,ENST00000532982,61,261,+
26864,26864,ENST00000427120,70,270,+
37653,37653,ENST00000372889,12,212,+
24156,24156,ENST00000338104,1027,1227,+
42677,42677,ENST00000338040,243,443,+
49267,49267,ENST00000353836,744,944,+
6557,6557,ENST00000395366,574,774,+
7068,7068,ENST00000455683,260,460,+
30754,30754,ENST00000641557,437,637,+
3172,3172,ENST00000613740,471,671,+
34668,34668,ENST00000553086,1100,1300,+
11361,11361,ENST00000320451,594,794,+
31425,31425,ENST00000223862,328,528,+
11271,11271,ENST00000168216,347,547,+
10112,10112,ENST00000396007,257,457,+
2479,2479,ENST00000522337,115,315,+
3769,3769,ENST00000265343,435,635,+
45939,45939,ENST00000318201,1633,1833,+
7486,7486,ENST00000378633,404,604,+
8911,8911,ENST00000518935,2428,2628,+
44894,44894,ENST00000611249,1136,1336,+
49017,49017,ENST00000342071,283,483,+
5979,5979,ENST00000429371,136,336,+
23162,23162,ENST00000332378,129,329,+
44461,44461,ENST00000570788,83,283,+
30672,30672,ENST00000609812,388,588,+
26659,26659,ENST00000611961,481,681,+
4706,4706,ENST00000431816,645,845,+
21491,21491,ENST00000243938,60,260,+
34242,34242,ENST00000421337,620,820,+
28629,28629,ENST00000617053,157,357,+
12657,12657,ENST00000436231,510,710,+
17538,17538,ENST00000423487,778,978,+
33884,33884,ENST00000578186,47,247,+
28068,28068,ENST00000370515,37,237,+
14970,14970,ENST00000485713,1921,2121,+
32700,32700,ENST00000560177,688,888,+
35770,35770,ENST00000517970,1308,1508,+
39551,39551,ENST00000367253,2347,2547,+
35845,35845,ENST00000515421,97,297,+
47022,47022,ENST00000370340,461,661,+
49393,49393,ENST00000395131,105,305,+
40250,40250,ENST00000296932,1408,1608,+
10856,10856,ENST00000506302,21,221,+
28862,28862,ENST00000313234,194,394,+
48270,48270,ENST00000237889,46,246,+
29028,29028,ENST00000530464,358,558,+
318,318,ENST00000265616,363,563,+
38132,38132,ENST00000401630,78,278,+
13952,13952,ENST00000265425,868,1068,+
26873,26873,ENST00000549385,362,562,+
13348,13348,ENST00000592563,462,662,+
8072,8072,ENST00000635997,1696,1896,+
28318,28318,ENST00000515667,111,311,+
2508,2508,ENST00000575375,868,1068,+
24388,24388,ENST00000442466,1725,1925,+
5496,5496,ENST00000269489,467,667,+
46222,46222,ENST00000594154,1174,1374,+
46845,46845,ENST00000598806,1,201,+
39,39,ENST00000649234,529,729,+
43177,43177,ENST00000228865,41,241,+
44575,44575,ENST00000532622,889,1089,+
1371,1371,ENST00000591198,712,912,+
15564,15564,ENST00000637200,65,265,+
36822,36822,ENST00000622536,45,245,+
24635,24635,ENST00000336184,93,293,+
288,288,ENST00000648866,253,453,+
26591,26591,ENST00000300278,6458,6658,+
3492,3492,ENST00000442788,450,650,+
10185,10185,ENST00000652604,41,241,+
17405,17405,ENST00000404754,449,649,+
47633,47633,ENST00000406434,646,846,+
832,832,ENST00000455946,5,205,+
38560,38560,ENST00000485703,105,305,+
20232,20232,ENST00000158009,552,752,+
21370,21370,ENST00000396097,1846,2046,+
43889,43889,ENST00000368122,728,928,+
20394,20394,ENST00000535106,1105,1305,+
28972,28972,ENST00000273038,546,746,+
25048,25048,ENST00000370670,53,253,+
34250,34250,ENST00000529487,4126,4326,+
31325,31325,ENST00000379933,3741,3941,+
42620,42620,ENST00000374512,935,1135,+
39796,39796,ENST00000649697,55,255,+
46406,46406,ENST00000560955,1094,1294,+
48411,48411,ENST00000290390,1202,1402,+
41722,41722,ENST00000297268,3074,3274,+
49327,49327,ENST00000216237,69,269,+
16975,16975,ENST00000591111,18038,18238,+
28568,28568,ENST00000639465,314,514,+
26034,26034,ENST00000376356,1222,1422,+
21884,21884,ENST00000338010,516,716,+
4484,4484,ENST00000575584,68,268,+
